Location,Time,Severity,Cause,Latitude,Longitude
Cedar Lane,2024-12-20 09:32:00,High,Heavy rain,42.367234,-71.021732
Cedar Lane,2024-12-21 06:23:00,High,Fog,42.391518,-71.040572
Main Street,2024-12-21 19:47:00,Medium,Multi-vehicle crash,40.736179,-73.989837
Main Street,2024-12-21 15:10:00,High,Animal on road,40.714978,-73.983018
Main Street,2024-12-20 01:33:00,Medium,Multi-vehicle crash,40.739254,-73.985987
Riverfront Drive,2024-12-21 11:45:00,Medium,Vehicle breakdown,36.142159,-115.145062
Elmwood Road,2024-12-21 17:31:00,Medium,Animal on road,41.88408,-87.617452
Hilltop Street,2024-12-20 20:11:00,Medium,Road debris,37.797442,-122.442019
Lakeview Parkway,2024-12-21 10:56:00,Low,Construction work,39.79102,-104.926649
Elmwood Road,2024-12-20 14:54:00,Medium,Vehicle breakdown,41.875695,-87.6276
Lakeview Parkway,2024-12-20 01:06:00,Medium,Construction work,39.761655,-104.926375
Maple Avenue,2024-12-21 04:30:00,High,Traffic signal fail,35.06245,-106.639056
Lakeview Parkway,2024-12-20 20:17:00,Medium,Vehicle breakdown,39.766808,-104.939822
Broadway Boulevard,2024-12-20 01:19:00,Medium,Road debris,38.906309,-77.020474
Lakeview Parkway,2024-12-20 19:51:00,Low,Multi-vehicle crash,39.755111,-104.922543
Oakwood Drive,2024-12-21 17:23:00,Medium,Fog,33.778921,-96.798737
Oakwood Drive,2024-12-21 15:13:00,Medium,Animal on road,33.799136,-96.763416
Cedar Lane,2024-12-20 15:00:00,Medium,Fog,42.398606,-71.003412
Oakwood Drive,2024-12-21 14:24:00,High,Road debris,33.762792,-96.762804
Oakwood Drive,2024-12-21 01:00:00,Low,Multi-vehicle crash,33.796749,-96.754464
Riverfront Drive,2024-12-20 03:37:00,Low,Traffic signal fail,36.102722,-115.14494
Broadway Boulevard,2024-12-20 00:20:00,High,Fog,38.9313,-77.007603
Oakwood Drive,2024-12-21 21:25:00,Medium,Fog,33.773212,-96.788359
Hilltop Street,2024-12-20 18:10:00,High,Heavy rain,37.766191,-122.400169
Oakwood Drive,2024-12-21 03:55:00,Medium,Animal on road,33.772733,-96.756333
Main Street,2024-12-20 11:55:00,Medium,Construction work,40.703127,-73.952364
Riverfront Drive,2024-12-20 19:22:00,High,Road debris,36.127946,-115.138394
Hilltop Street,2024-12-21 15:36:00,Low,Animal on road,37.790092,-122.403864
Lakeview Parkway,2024-12-20 15:32:00,Low,Multi-vehicle crash,39.772745,-104.93104
Elmwood Road,2024-12-21 14:27:00,Medium,Heavy rain,41.869977,-87.616922
Main Street,2024-12-21 09:09:00,High,Vehicle breakdown,40.749869,-73.973191
Maple Avenue,2024-12-21 12:28:00,Low,Vehicle breakdown,35.071355,-106.606182
Hilltop Street,2024-12-21 11:57:00,Medium,Construction work,37.798812,-122.434691
Hilltop Street,2024-12-20 13:14:00,High,Vehicle breakdown,37.789992,-122.420279
Lakeview Parkway,2024-12-21 16:27:00,Low,Multi-vehicle crash,39.770662,-104.929094
Main Street,2024-12-21 13:17:00,Low,Road debris,40.720631,-73.96129
Main Street,2024-12-21 15:26:00,Low,Construction work,40.706461,-73.967485
Main Street,2024-12-20 13:15:00,Medium,Multi-vehicle crash,40.726437,-73.986481
Oakwood Drive,2024-12-20 10:53:00,Medium,Animal on road,33.788058,-96.777086
Cedar Lane,2024-12-21 13:48:00,Low,Road debris,42.355791,-71.016054
Maple Avenue,2024-12-21 17:31:00,High,Heavy rain,35.069041,-106.630354
Maple Avenue,2024-12-21 19:18:00,Medium,Animal on road,35.052779,-106.631433
Downtown Avenue,2024-12-20 17:19:00,High,Vehicle breakdown,34.071252,-118.203781
Riverfront Drive,2024-12-20 20:45:00,Low,Fog,36.119187,-115.116639
Hilltop Street,2024-12-20 20:33:00,Low,Fog,37.79176,-122.421684
Broadway Boulevard,2024-12-20 16:26:00,Medium,Animal on road,38.926014,-77.010179
Hilltop Street,2024-12-21 17:49:00,Low,Road debris,37.757912,-122.412411
Maple Avenue,2024-12-20 16:20:00,Low,Pedestrian crossing,35.054001,-106.621396
Elmwood Road,2024-12-21 00:35:00,Low,Traffic signal fail,41.853516,-87.604615
Riverfront Drive,2024-12-21 04:51:00,Medium,Multi-vehicle crash,36.146207,-115.140795
Downtown Avenue,2024-12-20 11:34:00,Low,Pedestrian crossing,34.055557,-118.204009
Cedar Lane,2024-12-21 22:49:00,Medium,Pedestrian crossing,42.389399,-71.022441
Broadway Boulevard,2024-12-21 12:57:00,Low,Pedestrian crossing,38.904716,-77.045166
Maple Avenue,2024-12-21 07:56:00,High,Traffic signal fail,35.080705,-106.616953
Maple Avenue,2024-12-20 09:52:00,High,Road debris,35.069314,-106.618528
Elmwood Road,2024-12-20 04:21:00,Medium,Heavy rain,41.892876,-87.613098
Cedar Lane,2024-12-21 22:01:00,Medium,Fog,42.388436,-71.011191
Hilltop Street,2024-12-21 13:47:00,Medium,Construction work,37.755195,-122.434708
Maple Avenue,2024-12-21 08:52:00,Low,Road debris,35.079392,-106.640186
Maple Avenue,2024-12-21 00:21:00,Medium,Traffic signal fail,35.056392,-106.6117
Oakwood Drive,2024-12-20 19:35:00,Low,Pedestrian crossing,33.764036,-96.78463
Broadway Boulevard,2024-12-21 19:36:00,Medium,Pedestrian crossing,38.909693,-77.04219
Elmwood Road,2024-12-21 03:07:00,Medium,Construction work,41.850126,-87.606063
Downtown Avenue,2024-12-21 08:42:00,Low,Traffic signal fail,34.052054,-118.216265
Lakeview Parkway,2024-12-21 19:47:00,High,Traffic signal fail,39.754617,-104.910927
Hilltop Street,2024-12-20 11:10:00,Medium,Animal on road,37.770949,-122.410601
Main Street,2024-12-21 05:05:00,Low,Construction work,40.701416,-73.964538
Downtown Avenue,2024-12-20 19:19:00,High,Pedestrian crossing,34.067361,-118.238579
Main Street,2024-12-21 05:25:00,Medium,Heavy rain,40.711581,-73.957698
Hilltop Street,2024-12-20 12:26:00,High,Fog,37.7975,-122.427087
Oakwood Drive,2024-12-20 21:12:00,High,Construction work,33.763987,-96.750866
Oakwood Drive,2024-12-20 21:32:00,Medium,Heavy rain,33.767491,-96.766091
Hilltop Street,2024-12-20 16:13:00,High,Fog,37.763562,-122.439101
Lakeview Parkway,2024-12-21 03:03:00,High,Heavy rain,39.783151,-104.909564
Downtown Avenue,2024-12-20 03:38:00,High,Pedestrian crossing,34.070684,-118.203718
Elmwood Road,2024-12-21 23:24:00,Low,Animal on road,41.897333,-87.616223
Lakeview Parkway,2024-12-21 11:47:00,High,Construction work,39.798154,-104.939078
Hilltop Street,2024-12-20 12:40:00,Medium,Multi-vehicle crash,37.757186,-122.409833
Oakwood Drive,2024-12-21 09:44:00,Medium,Pedestrian crossing,33.79977,-96.765428
Lakeview Parkway,2024-12-20 05:41:00,High,Construction work,39.767195,-104.908079
Oakwood Drive,2024-12-20 17:47:00,Medium,Fog,33.758735,-96.760145
Downtown Avenue,2024-12-21 06:12:00,Medium,Traffic signal fail,34.060863,-118.246711
Main Street,2024-12-22 00:00:00,Medium,Heavy rain,40.740456,-73.976189
Hilltop Street,2024-12-21 02:58:00,Medium,Heavy rain,37.76115,-122.427283
Broadway Boulevard,2024-12-21 10:10:00,Low,Construction work,38.943524,-77.007536
Downtown Avenue,2024-12-21 14:47:00,Medium,Pedestrian crossing,34.081759,-118.204831
Elmwood Road,2024-12-21 05:47:00,Low,Animal on road,41.875487,-87.646858
Downtown Avenue,2024-12-20 09:34:00,High,Traffic signal fail,34.092276,-118.210336
Cedar Lane,2024-12-20 21:07:00,Medium,Traffic signal fail,42.373641,-71.016739
Elmwood Road,2024-12-20 12:31:00,Low,Road debris,41.871945,-87.625932
Elmwood Road,2024-12-21 01:45:00,Medium,Fog,41.867193,-87.627955
Elmwood Road,2024-12-20 20:40:00,High,Vehicle breakdown,41.852634,-87.613954
Lakeview Parkway,2024-12-20 19:25:00,Medium,Vehicle breakdown,39.770565,-104.920945
Broadway Boulevard,2024-12-20 18:32:00,Low,Heavy rain,38.930456,-77.0001
Main Street,2024-12-21 07:42:00,Medium,Multi-vehicle crash,40.722172,-73.989352
Oakwood Drive,2024-12-20 17:48:00,High,Traffic signal fail,33.799191,-96.769617
Oakwood Drive,2024-12-20 10:00:00,Medium,Vehicle breakdown,33.783535,-96.785625
Broadway Boulevard,2024-12-20 18:50:00,Medium,Construction work,38.903543,-77.029631
Hilltop Street,2024-12-21 12:07:00,Low,Traffic signal fail,37.760181,-122.429219
Broadway Boulevard,2024-12-20 23:57:00,Low,Construction work,38.931978,-77.005223
Broadway Boulevard,2024-12-20 21:44:00,Medium,Construction work,38.946454,-77.027314
Riverfront Drive,2024-12-20 20:43:00,High,Construction work,36.116905,-115.112018
Cedar Lane,2024-12-21 05:02:00,Low,Road debris,42.385425,-71.018791
Downtown Avenue,2024-12-20 11:48:00,High,Fog,34.082438,-118.234565
Riverfront Drive,2024-12-20 00:31:00,Low,Construction work,36.103926,-115.138648
Maple Avenue,2024-12-20 10:30:00,Low,Construction work,35.069815,-106.60146
Elmwood Road,2024-12-20 15:44:00,Low,Construction work,41.869325,-87.629514
Main Street,2024-12-20 12:52:00,Medium,Road debris,40.742481,-73.977845
Maple Avenue,2024-12-21 18:39:00,Low,Traffic signal fail,35.080218,-106.615884
Maple Avenue,2024-12-20 12:01:00,Medium,Animal on road,35.057911,-106.627568
Main Street,2024-12-21 22:13:00,Medium,Pedestrian crossing,40.711523,-73.981861
Cedar Lane,2024-12-20 21:11:00,High,Multi-vehicle crash,42.356667,-71.027173
Hilltop Street,2024-12-21 13:47:00,Low,Construction work,37.766095,-122.445699
Main Street,2024-12-21 15:41:00,Medium,Construction work,40.703525,-73.955192
Broadway Boulevard,2024-12-20 15:38:00,Low,Construction work,38.903096,-77.02627
Lakeview Parkway,2024-12-20 22:06:00,Medium,Multi-vehicle crash,39.793922,-104.913276
Riverfront Drive,2024-12-20 08:10:00,Low,Vehicle breakdown,36.145564,-115.108446
Lakeview Parkway,2024-12-21 22:35:00,High,Multi-vehicle crash,39.769992,-104.92398
Cedar Lane,2024-12-20 13:46:00,Medium,Heavy rain,42.373325,-71.027845
Downtown Avenue,2024-12-20 03:09:00,Medium,Construction work,34.060721,-118.228037
Riverfront Drive,2024-12-21 03:43:00,Low,Heavy rain,36.10855,-115.127047
Broadway Boulevard,2024-12-21 07:05:00,Low,Vehicle breakdown,38.92126,-77.01911
Oakwood Drive,2024-12-20 09:33:00,Medium,Road debris,33.792718,-96.759848
Riverfront Drive,2024-12-21 07:48:00,Medium,Heavy rain,36.14128,-115.124476
Main Street,2024-12-21 11:51:00,High,Road debris,40.732438,-73.971174
Main Street,2024-12-21 10:02:00,High,Construction work,40.721696,-73.954814
Lakeview Parkway,2024-12-20 07:19:00,High,Multi-vehicle crash,39.770709,-104.909028
Downtown Avenue,2024-12-20 21:38:00,High,Road debris,34.054137,-118.220146
Oakwood Drive,2024-12-21 05:13:00,Medium,Road debris,33.792429,-96.777987
Riverfront Drive,2024-12-21 19:35:00,High,Multi-vehicle crash,36.10192,-115.133545
Elmwood Road,2024-12-21 19:35:00,Medium,Vehicle breakdown,41.863392,-87.621857
Oakwood Drive,2024-12-21 18:49:00,Low,Animal on road,33.757966,-96.764639
Downtown Avenue,2024-12-20 03:26:00,Medium,Vehicle breakdown,34.075919,-118.236284
Oakwood Drive,2024-12-21 19:03:00,High,Traffic signal fail,33.77876,-96.794192
Hilltop Street,2024-12-20 07:45:00,Medium,Road debris,37.786674,-122.409637
Main Street,2024-12-21 12:02:00,Medium,Fog,40.724022,-73.977949
Main Street,2024-12-21 04:51:00,Low,Construction work,40.711141,-73.95759
Cedar Lane,2024-12-20 10:06:00,Medium,Heavy rain,42.353439,-71.03134
Riverfront Drive,2024-12-21 15:23:00,Low,Vehicle breakdown,36.123533,-115.134571
Main Street,2024-12-20 18:47:00,High,Construction work,40.738232,-73.953222
Main Street,2024-12-21 22:42:00,High,Construction work,40.743568,-73.953582
Hilltop Street,2024-12-21 20:05:00,Low,Fog,37.784299,-122.400946
Oakwood Drive,2024-12-21 06:14:00,Medium,Road debris,33.796947,-96.750775
Maple Avenue,2024-12-20 10:47:00,Medium,Construction work,35.082883,-106.645145
Main Street,2024-12-21 00:01:00,Medium,Traffic signal fail,40.713246,-73.985293
Hilltop Street,2024-12-20 02:32:00,High,Heavy rain,37.764024,-122.412084
Hilltop Street,2024-12-21 23:10:00,Low,Pedestrian crossing,37.776026,-122.444387
Lakeview Parkway,2024-12-21 12:43:00,Low,Multi-vehicle crash,39.776139,-104.924382
Riverfront Drive,2024-12-20 12:16:00,Low,Road debris,36.149212,-115.102331
Lakeview Parkway,2024-12-20 02:32:00,High,Construction work,39.763646,-104.902526
Riverfront Drive,2024-12-21 02:18:00,High,Construction work,36.119731,-115.139291
Cedar Lane,2024-12-21 12:04:00,High,Fog,42.385621,-71.026055
Main Street,2024-12-20 06:15:00,Medium,Pedestrian crossing,40.701003,-73.97511
Lakeview Parkway,2024-12-21 17:41:00,Low,Heavy rain,39.758817,-104.919976
Main Street,2024-12-20 02:47:00,Medium,Vehicle breakdown,40.721594,-73.966585
Hilltop Street,2024-12-21 00:46:00,Low,Vehicle breakdown,37.767499,-122.442431
Hilltop Street,2024-12-20 08:08:00,High,Road debris,37.790981,-122.427704
Hilltop Street,2024-12-21 21:54:00,Low,Fog,37.775964,-122.424721
Downtown Avenue,2024-12-20 10:57:00,High,Fog,34.061061,-118.212929
Hilltop Street,2024-12-21 12:40:00,High,Pedestrian crossing,37.782458,-122.435661
Main Street,2024-12-20 21:16:00,High,Fog,40.716802,-73.965493
Hilltop Street,2024-12-21 09:14:00,Low,Fog,37.782587,-122.404156
Downtown Avenue,2024-12-20 10:38:00,Medium,Multi-vehicle crash,34.077852,-118.2275
Lakeview Parkway,2024-12-20 19:30:00,High,Construction work,39.767459,-104.908011
Lakeview Parkway,2024-12-20 12:52:00,Low,Traffic signal fail,39.7968,-104.909552
Riverfront Drive,2024-12-21 03:43:00,Low,Vehicle breakdown,36.127307,-115.10556
Maple Avenue,2024-12-20 17:00:00,High,Traffic signal fail,35.071916,-106.63853
Downtown Avenue,2024-12-21 18:30:00,Medium,Construction work,34.077992,-118.243961
Broadway Boulevard,2024-12-21 01:15:00,High,Fog,38.932467,-77.02038
Oakwood Drive,2024-12-21 23:47:00,High,Construction work,33.754224,-96.766934
Maple Avenue,2024-12-21 02:13:00,High,Multi-vehicle crash,35.056587,-106.608459
Oakwood Drive,2024-12-21 06:20:00,Medium,Animal on road,33.76693,-96.754099
Broadway Boulevard,2024-12-21 10:47:00,Low,Vehicle breakdown,38.903966,-77.027947
Cedar Lane,2024-12-20 21:21:00,Low,Pedestrian crossing,42.356473,-71.00813
Cedar Lane,2024-12-21 22:56:00,High,Fog,42.364803,-71.02484
Cedar Lane,2024-12-20 04:29:00,Low,Vehicle breakdown,42.360202,-71.028289
Maple Avenue,2024-12-20 13:41:00,Medium,Traffic signal fail,35.060017,-106.622139
Maple Avenue,2024-12-20 19:55:00,Medium,Fog,35.061111,-106.630155
Hilltop Street,2024-12-20 06:54:00,Medium,Multi-vehicle crash,37.787774,-122.428825
Maple Avenue,2024-12-20 02:56:00,Medium,Traffic signal fail,35.051075,-106.633585
Lakeview Parkway,2024-12-21 03:51:00,High,Pedestrian crossing,39.778028,-104.916266
Main Street,2024-12-20 08:00:00,High,Multi-vehicle crash,40.706024,-73.981599
Elmwood Road,2024-12-20 01:27:00,High,Pedestrian crossing,41.885362,-87.646506
Maple Avenue,2024-12-20 06:51:00,Low,Heavy rain,35.083863,-106.640135
Hilltop Street,2024-12-20 20:49:00,Medium,Vehicle breakdown,37.767379,-122.438244
Cedar Lane,2024-12-21 18:03:00,Low,Construction work,42.372511,-71.020069
Maple Avenue,2024-12-21 08:09:00,Medium,Pedestrian crossing,35.079231,-106.600114
Riverfront Drive,2024-12-21 08:55:00,Low,Heavy rain,36.145904,-115.140274
Maple Avenue,2024-12-20 07:16:00,High,Heavy rain,35.058707,-106.610737
Maple Avenue,2024-12-21 08:51:00,Low,Vehicle breakdown,35.057571,-106.603417
Hilltop Street,2024-12-20 17:17:00,Medium,Construction work,37.767368,-122.402029
Elmwood Road,2024-12-20 13:26:00,Medium,Pedestrian crossing,41.865396,-87.646143
Oakwood Drive,2024-12-21 03:02:00,High,Heavy rain,33.753819,-96.766012
Riverfront Drive,2024-12-20 05:49:00,High,Traffic signal fail,36.147319,-115.135637
Cedar Lane,2024-12-20 22:53:00,High,Pedestrian crossing,42.396632,-71.039025
Oakwood Drive,2024-12-21 22:00:00,Medium,Traffic signal fail,33.775788,-96.790093
Elmwood Road,2024-12-21 09:06:00,High,Vehicle breakdown,41.883432,-87.610215
Riverfront Drive,2024-12-20 06:44:00,Low,Fog,36.132325,-115.125858
Riverfront Drive,2024-12-20 00:40:00,High,Heavy rain,36.120348,-115.118161
Hilltop Street,2024-12-21 21:58:00,Low,Pedestrian crossing,37.76606,-122.413411
Cedar Lane,2024-12-21 18:01:00,Low,Fog,42.361816,-71.00929
Elmwood Road,2024-12-20 06:16:00,High,Construction work,41.85239,-87.621065
Riverfront Drive,2024-12-21 03:32:00,Low,Pedestrian crossing,36.14226,-115.121043
Cedar Lane,2024-12-20 15:11:00,Medium,Animal on road,42.356962,-71.010149
Broadway Boulevard,2024-12-20 15:25:00,High,Animal on road,38.900452,-77.02522
Downtown Avenue,2024-12-20 04:45:00,Medium,Construction work,34.085417,-118.244469
Broadway Boulevard,2024-12-21 05:04:00,Low,Construction work,38.919678,-77.038778
Oakwood Drive,2024-12-21 22:57:00,Medium,Traffic signal fail,33.792297,-96.786409
Hilltop Street,2024-12-20 12:18:00,Medium,Pedestrian crossing,37.767879,-122.406776
Elmwood Road,2024-12-21 18:17:00,Low,Traffic signal fail,41.878271,-87.605472
Broadway Boulevard,2024-12-20 10:40:00,High,Vehicle breakdown,38.948753,-77.006411
Cedar Lane,2024-12-21 03:53:00,Medium,Pedestrian crossing,42.398939,-71.004247
Lakeview Parkway,2024-12-20 08:43:00,High,Pedestrian crossing,39.774533,-104.912414
Downtown Avenue,2024-12-20 02:40:00,Low,Fog,34.07937,-118.241622
Hilltop Street,2024-12-20 10:53:00,High,Vehicle breakdown,37.775709,-122.422785
Oakwood Drive,2024-12-21 00:09:00,Low,Multi-vehicle crash,33.75576,-96.787294
Downtown Avenue,2024-12-20 12:40:00,Low,Construction work,34.078424,-118.224842
Maple Avenue,2024-12-21 21:04:00,Medium,Traffic signal fail,35.085183,-106.631909
Broadway Boulevard,2024-12-21 03:03:00,High,Animal on road,38.915375,-77.046039
Riverfront Drive,2024-12-21 02:12:00,Low,Road debris,36.110273,-115.108788
Lakeview Parkway,2024-12-21 07:26:00,High,Multi-vehicle crash,39.797874,-104.919812
Broadway Boulevard,2024-12-21 19:13:00,Low,Multi-vehicle crash,38.936366,-77.038451
Main Street,2024-12-20 15:54:00,Medium,Road debris,40.740532,-73.96863
Main Street,2024-12-20 07:26:00,High,Pedestrian crossing,40.74683,-73.983113
Main Street,2024-12-21 19:26:00,High,Multi-vehicle crash,40.712442,-73.974469
Downtown Avenue,2024-12-20 06:41:00,Medium,Heavy rain,34.05669,-118.245845
Lakeview Parkway,2024-12-21 16:17:00,Medium,Animal on road,39.777867,-104.938288
Downtown Avenue,2024-12-21 17:39:00,High,Construction work,34.057047,-118.201943
Main Street,2024-12-20 02:51:00,High,Construction work,40.743232,-73.989821
Downtown Avenue,2024-12-21 15:21:00,Medium,Traffic signal fail,34.093925,-118.228266
Broadway Boulevard,2024-12-20 21:35:00,Medium,Fog,38.943972,-77.029331
Oakwood Drive,2024-12-21 14:44:00,Low,Construction work,33.757704,-96.753215
Riverfront Drive,2024-12-21 20:34:00,Low,Vehicle breakdown,36.111813,-115.127099
Main Street,2024-12-21 19:06:00,Low,Vehicle breakdown,40.72225,-73.997648
Riverfront Drive,2024-12-20 00:31:00,Low,Multi-vehicle crash,36.139697,-115.115062
Oakwood Drive,2024-12-20 19:51:00,Medium,Traffic signal fail,33.776539,-96.760637
Oakwood Drive,2024-12-21 13:36:00,Low,Construction work,33.752466,-96.784166
Maple Avenue,2024-12-20 10:13:00,High,Fog,35.061652,-106.633241
Main Street,2024-12-21 08:17:00,High,Pedestrian crossing,40.731202,-73.969004
Broadway Boulevard,2024-12-21 10:56:00,Medium,Animal on road,38.90776,-77.006714
Oakwood Drive,2024-12-21 18:10:00,Medium,Vehicle breakdown,33.792716,-96.794579
Lakeview Parkway,2024-12-21 15:05:00,High,Fog,39.781204,-104.93481
Oakwood Drive,2024-12-22 00:00:00,Medium,Traffic signal fail,33.789022,-96.751887
Hilltop Street,2024-12-20 23:28:00,Low,Fog,37.788221,-122.42222
Elmwood Road,2024-12-20 17:53:00,Medium,Heavy rain,41.891204,-87.628546
Cedar Lane,2024-12-21 00:46:00,High,Construction work,42.363719,-71.047189
Hilltop Street,2024-12-20 00:09:00,Low,Construction work,37.75263,-122.41391
Riverfront Drive,2024-12-20 02:10:00,Low,Multi-vehicle crash,36.108067,-115.106242
Downtown Avenue,2024-12-20 20:07:00,Low,Traffic signal fail,34.053215,-118.220891
Elmwood Road,2024-12-20 17:09:00,Low,Heavy rain,41.897412,-87.605174
Broadway Boulevard,2024-12-20 10:10:00,Medium,Traffic signal fail,38.907935,-77.045944
Maple Avenue,2024-12-20 20:51:00,Medium,Pedestrian crossing,35.093999,-106.615568
Main Street,2024-12-21 19:33:00,Medium,Traffic signal fail,40.729525,-73.965562
Riverfront Drive,2024-12-20 17:47:00,High,Heavy rain,36.126742,-115.13738
Broadway Boulevard,2024-12-20 21:59:00,Low,Animal on road,38.900737,-77.037516
Maple Avenue,2024-12-21 14:02:00,Medium,Multi-vehicle crash,35.080125,-106.643631
Cedar Lane,2024-12-21 10:46:00,Medium,Fog,42.39099,-71.007778
Oakwood Drive,2024-12-20 04:16:00,High,Traffic signal fail,33.7558,-96.79852
Main Street,2024-12-20 09:23:00,High,Vehicle breakdown,40.7029,-73.970984
Broadway Boulevard,2024-12-21 17:44:00,Medium,Vehicle breakdown,38.905747,-77.006661
Downtown Avenue,2024-12-20 19:47:00,Low,Animal on road,34.089784,-118.233545
Oakwood Drive,2024-12-21 14:44:00,Low,Construction work,33.799222,-96.795156
Hilltop Street,2024-12-21 14:04:00,Low,Heavy rain,37.773118,-122.426747
Broadway Boulevard,2024-12-21 20:59:00,Medium,Fog,38.947608,-77.005547
Maple Avenue,2024-12-20 15:45:00,Low,Heavy rain,35.077795,-106.645744
Broadway Boulevard,2024-12-21 17:16:00,Low,Heavy rain,38.936486,-77.031253
Riverfront Drive,2024-12-21 08:45:00,Low,Traffic signal fail,36.123613,-115.148857
Main Street,2024-12-21 16:12:00,Low,Pedestrian crossing,40.74874,-73.980389
Cedar Lane,2024-12-21 12:54:00,High,Road debris,42.365199,-71.028399
Lakeview Parkway,2024-12-20 01:45:00,High,Road debris,39.798105,-104.949553
Main Street,2024-12-21 13:07:00,Medium,Animal on road,40.71349,-73.983486
Maple Avenue,2024-12-21 16:48:00,Low,Multi-vehicle crash,35.069194,-106.613072
Oakwood Drive,2024-12-21 14:34:00,Low,Pedestrian crossing,33.773196,-96.770499
Elmwood Road,2024-12-20 16:24:00,Medium,Multi-vehicle crash,41.856221,-87.647871
Oakwood Drive,2024-12-20 16:30:00,Medium,Vehicle breakdown,33.75906,-96.78068
Maple Avenue,2024-12-21 01:00:00,High,Road debris,35.052202,-106.648392
Broadway Boulevard,2024-12-21 07:02:00,Low,Road debris,38.94471,-77.030171
Hilltop Street,2024-12-21 08:12:00,Medium,Vehicle breakdown,37.769856,-122.423244
Elmwood Road,2024-12-21 20:52:00,Low,Construction work,41.894539,-87.64894
Hilltop Street,2024-12-21 23:49:00,Low,Construction work,37.769818,-122.413027
Lakeview Parkway,2024-12-20 01:50:00,Medium,Multi-vehicle crash,39.762651,-104.920756
Elmwood Road,2024-12-21 10:18:00,Low,Pedestrian crossing,41.876418,-87.630345
Broadway Boulevard,2024-12-20 10:50:00,Medium,Traffic signal fail,38.922436,-77.041714
Broadway Boulevard,2024-12-21 05:07:00,Medium,Pedestrian crossing,38.918611,-77.032999
Main Street,2024-12-21 14:06:00,High,Road debris,40.73929,-73.9605
Broadway Boulevard,2024-12-20 06:42:00,Low,Pedestrian crossing,38.911699,-77.017881
Broadway Boulevard,2024-12-20 15:37:00,Low,Fog,38.908024,-77.008612
Downtown Avenue,2024-12-21 10:57:00,Medium,Construction work,34.085888,-118.205506
Elmwood Road,2024-12-20 11:17:00,High,Vehicle breakdown,41.88965,-87.619702
Maple Avenue,2024-12-21 17:45:00,Medium,Heavy rain,35.061566,-106.614682
Elmwood Road,2024-12-20 16:22:00,Medium,Heavy rain,41.896953,-87.627047
Lakeview Parkway,2024-12-21 09:58:00,High,Heavy rain,39.787454,-104.917179
Oakwood Drive,2024-12-21 01:11:00,High,Pedestrian crossing,33.773681,-96.79085
Lakeview Parkway,2024-12-20 07:13:00,Low,Construction work,39.762322,-104.932788
Cedar Lane,2024-12-21 20:52:00,High,Traffic signal fail,42.365982,-71.022608
Hilltop Street,2024-12-21 13:59:00,Medium,Vehicle breakdown,37.754529,-122.410842
Lakeview Parkway,2024-12-20 11:46:00,High,Vehicle breakdown,39.77934,-104.944222
Maple Avenue,2024-12-20 01:46:00,Medium,Pedestrian crossing,35.079682,-106.62503
Maple Avenue,2024-12-21 21:30:00,Medium,Vehicle breakdown,35.083502,-106.61939
Riverfront Drive,2024-12-20 22:42:00,Low,Road debris,36.104415,-115.124622
Downtown Avenue,2024-12-21 10:22:00,Low,Animal on road,34.058068,-118.219094
Downtown Avenue,2024-12-21 08:56:00,Medium,Animal on road,34.097819,-118.211249
Elmwood Road,2024-12-21 07:57:00,Medium,Heavy rain,41.89578,-87.629902
Downtown Avenue,2024-12-20 14:05:00,Low,Traffic signal fail,34.093664,-118.221451
Cedar Lane,2024-12-20 08:36:00,High,Heavy rain,42.392568,-71.009075
Oakwood Drive,2024-12-20 03:57:00,Low,Pedestrian crossing,33.792715,-96.792281
Hilltop Street,2024-12-20 06:47:00,Low,Pedestrian crossing,37.792874,-122.405369
Downtown Avenue,2024-12-20 23:18:00,Medium,Multi-vehicle crash,34.091635,-118.219139
Lakeview Parkway,2024-12-20 16:42:00,Medium,Traffic signal fail,39.788129,-104.906105
Maple Avenue,2024-12-20 17:33:00,Low,Animal on road,35.063023,-106.625841
Lakeview Parkway,2024-12-20 22:15:00,Low,Multi-vehicle crash,39.773277,-104.919659
Broadway Boulevard,2024-12-21 11:26:00,Low,Traffic signal fail,38.935986,-77.026853
Cedar Lane,2024-12-20 04:29:00,Low,Fog,42.392093,-71.009012
Oakwood Drive,2024-12-21 16:28:00,High,Heavy rain,33.763856,-96.794533
Maple Avenue,2024-12-20 00:52:00,Low,Pedestrian crossing,35.056616,-106.639074
Lakeview Parkway,2024-12-21 14:37:00,High,Pedestrian crossing,39.774921,-104.918439
Hilltop Street,2024-12-20 04:47:00,Low,Fog,37.775832,-122.401468
Maple Avenue,2024-12-21 14:50:00,Medium,Construction work,35.08923,-106.630822
Oakwood Drive,2024-12-21 17:07:00,High,Road debris,33.764354,-96.791483
Main Street,2024-12-21 05:55:00,Medium,Animal on road,40.733667,-73.976899
Maple Avenue,2024-12-21 08:56:00,Low,Heavy rain,35.060046,-106.609435
Elmwood Road,2024-12-21 12:53:00,Low,Fog,41.888237,-87.644689
Hilltop Street,2024-12-21 06:42:00,High,Traffic signal fail,37.793227,-122.415585
Hilltop Street,2024-12-21 08:13:00,Medium,Fog,37.791714,-122.435576
Hilltop Street,2024-12-21 17:27:00,Medium,Heavy rain,37.785429,-122.440284
Broadway Boulevard,2024-12-20 07:00:00,High,Vehicle breakdown,38.933256,-77.000537
